[PRODUCTS]
!PRODUCT_ID,!SKU,!MAIN_CATEGORY,!ADDITIONAL_CATEGORIES,!BRAND_ID,!NAME,!DESCRIPTION,!META_KEYWORDS,!META_DESCRIPTION,!META_TITLE,!PRICE,!LIST_PRICE,!WEIGHT,!IN_STOCK,!STATUS,!CLEAN_URL,!KEYWORDS
123,SKU11,27,"8,25,27",4,"ALTERNATIVE Rocky Eco-Fleece Zip Hoodie Eco True","<p>alternative rocky eco-fleece zip hoodie eco true<br /><line-break><br /><line-break><br /><line-break><br /><line-break>Fashion Item for Man of type sweatshirts for Fall Winter Season 2017</p><line-break>",,,,59.00,65,0.00,1000,1,ALTERNATIVE-Rocky-Eco-Fleece-Zip-Hoodie-Eco-True,
124,SKU12,27,"8,25,27",2,"ALTERNATIVE ROCKY ECO-FLEECE ZIP - ETN","<p>ROCKY ECO-FLEECE ZIP - ETN</p><line-break>",,,,76.00,83,0.00,1000,1,ALTERNATIVE-ROCKY-ECO-FLEECE-ZIP-ETN,
125,SKU13,27,"8,25,27",4,"CLAP YOUR HAND MAGLIA MANICA LUNGA","<p>clap your hand maglia manica lunga&nbsp;<br /><line-break><br /><line-break><br /><line-break><br /><line-break>Fashion Item for Man of type t-shirt for Fall Winter Season 2017</p><line-break>",,,,56.00,63,0.00,1000,1,CLAP-YOUR-HAND-MAGLIA-MANICA-LUNGA,
126,SKU14,27,"8,25,27",3,"STUSSY TWO TONE HOOD","<p>TWO TONE HOOD</p><line-break>",,,,155.00,149,0.00,1000,1,STUSSY-TWO-TONE-HOOD,
127,SKU15,27,"8,25,27",2,"STUSSY BAJA PONCHO","<p>BAJA PONCHO</p><line-break>",,,,129.00,139,0.00,1000,1,STUSSY-BAJA-PONCHO,
128,SKU16,27,"8,25,27",3,"STUSSY STOCK APP. CREW","<p>STOCK APP. CREW</p><line-break>",,,,93.00,99,0.00,1000,1,STUSSY-STOCK-APP.-CREW,
129,SKU17,27,"8,25,27",4,"STUSSY SMOOTH STOCK LS TEE","<p>SMOOTH STOCK LS TEE</p><line-break>",,,,49.00,57,0.00,1000,1,STUSSY-SMOOTH-STOCK-LS-TEE,
130,SKU18,27,"8,25,27",2,"OBEY ANYWAY",<p>ANYWAY</p><line-break>,,,,119.00,128,0.00,1000,1,OBEY-ANYWAY,
131,SKU19,27,"8,25,27",3,"SHOESHINE FELPA CAPPUCCIO + ZIP REVERSIBILE UOMO - NAVI/ECR","<p>FELPA CAPPUCCIO + ZIP REVERSIBILE UOMO - NAVI/ECR</p><line-break>",,,,119.00,129,0.00,1000,1,SHOESHINE-FELPA-CAPPUCCIO-ZIP-REVERSIBILE-UOMO-NAVI-ECR,
132,SKU20,27,"8,25,27",2,"TOMMY HILFIGER TJM SMALL TEXT LONGSLEEVE","<p>TJM SMALL TEXT LONGSLEEVE</p><line-break>",,,,55.00,59,0.00,1000,1,TOMMY-HILFIGER-TJM-SMALL-TEXT-LONGSLEEVE,
133,SKU221,28,"8,25,28",2,"Post Cargo Track Pants","<ul><line-break>	<li>Elastic Waist</li><line-break>	<li>Drawstring</li><line-break>	<li>Side Pockets</li><line-break>	<li>Cargo Pockets</li><line-break>	<li>Double Stripe Detail</li><line-break>	<li>Back Flap Pocket</li><line-break>	<li>90% Polyester 10% Spandex&nbsp;</li><line-break></ul><line-break>",,,,29.00,35,0.00,1000,1,,
134,SKU231,28,"8,25,28",2,"Chancelor Cargo Pants","<ul><line-break>	<li>Available In Black And Khaki&nbsp;&nbsp;</li><line-break>	<li>Button Closure</li><line-break>	<li>Zip Fly</li><line-break>	<li>5 Pocket Style With Cargo Pocket On Thigh</li><line-break>	<li>Ankle Zipper</li><line-break>	<li>Skinny Fit</li><line-break>	<li>Made in USA</li><line-break>	<li>98% Cotton 2% Spandex</li><line-break></ul><line-break>",,,,35.00,41,0.00,1000,1,Chancelor-Cargo-Pants,
135,SKU241,28,"8,25,28",2,"Thomas Cargo Pants","<ul><line-break>	<li>Available In Brown/combo, Grey, Yellow, Red, Orange</li><line-break>	<li>Front Button Closure</li><line-break>	<li>Drawstring Detail</li><line-break>	<li>Adjustable Waist Tabs</li><line-break>	<li>Side Hand Pockets</li><line-break>	<li>Cargo Pockets</li><line-break>	<li>55% Cotton 45% Polyester</li><line-break></ul><line-break>",,,,39.00,45,0.00,1000,1,Thomas-Cargo-Pants,
136,SKU251,28,"8,25,28",3,"Show Cargo Pants","<ul><line-break>	<li>Available In Black,Olive And Khaki</li><line-break>	<li>Button Closure</li><line-break>	<li>Zip Fly</li><line-break>	<li>Side Hand Pockets</li><line-break>	<li>Cargo Pockets</li><line-break>	<li>Elastic At Bottom Of Leg</li><line-break>	<li>31"" Inseam</li><line-break>	<li>97% Cotton 3% Spandex</li><line-break></ul><line-break>",,,,33.00,39,0.00,1000,1,Show-Cargo-Pants,
137,SKU261,28,"8,25,28",3,"Calvin Crop Pant","<ul><line-break>	<li>Available In Black And Khaki</li><line-break>	<li>Button Closure</li><line-break>	<li>Zipper Fly</li><line-break>	<li>Side Pocket</li><line-break>	<li>Back Welt Pocket</li><line-break>	<li>Crop Fit</li><line-break>	<li>98% Cotton 2% Spandex</li><line-break></ul><line-break>",,,,25.90,0,0.00,20,1,Calvin-Crop-Pant,
138,SKU138,28,"8,25,28",3,"Quentin Skinny Jeans","<ul><line-break>	<li>Available In Black And White</li><line-break>	<li>Button Closure</li><line-break>	<li>Zip Fly</li><line-break>	<li>Distressed</li><line-break>	<li>Ankle Zippers</li><line-break>	<li>31"" Inseam</li><line-break>	<li>100% Cotton&nbsp;</li><line-break></ul><line-break>",,,,44.99,55,0.00,1000,1,Quentin-Skinny-Jeans,
139,SKU262,28,"8,25,28",2,"Zane Jogger","<ul><line-break>	<li>Available In Black, Khaki and Red</li><line-break>	<li>Elastic Waistband With Extended Drawstring</li><line-break>	<li>Side Pockets</li><line-break>	<li>Ankle Zippers</li><line-break>	<li>Skinny Fit</li><line-break>	<li>98% Cotton 2% Spandex</li><line-break></ul><line-break>",,,,35.00,42,0.00,28,1,Zane-Jogger,
140,SKU272,28,"8,25,28",3,"Cody Jogger","<ul><line-break>	<li>Available In Black,Khaki,Olive And White</li><line-break>	<li>Elastic Waistband With Extended Drawstring</li><line-break>	<li>Side Pocket</li><line-break>	<li>Back Welt Pocket</li><line-break>	<li>Elastic Cuff At Bottom Of Leg</li><line-break>	<li>30"" Inseam</li><line-break>	<li>97% Cotton 3% Spandex</li><line-break></ul><line-break>",,,,25.90,31,0.00,1000,1,Cody-Jogger,
141,SKU289,28,"8,25,28",4,"Winson Fleece Jogger Pant","<ul><line-break>	<li>Available In Black, Olive And Grey</li><line-break>	<li>Elastic Waist</li><line-break>	<li>Drawstring</li><line-break>	<li>Slant Pockets</li><line-break>	<li>Ribbed Bottom Hem</li><line-break>	<li>29"" Inseam</li><line-break>	<li>100% Polyester</li><line-break></ul><line-break>",,,,33.00,39,0.00,1000,1,Winson-Fleece-Jogger-Pant,
142,SKU263,28,"8,25,28",4,"Striped Hem Jogger","<ul><line-break>	<li>Available In Olive, Red, Orange, White, Heather Grey And Black&nbsp;</li><line-break>	<li>Ribbed Waistband</li><line-break>	<li>Drawstring</li><line-break>	<li>Side Hand Pockets</li><line-break>	<li>Back Pouch Pockets</li><line-break>	<li>Ribbed Bottom Cuff</li><line-break>	<li>31"" Inseam</li><line-break>	<li>50% Cotton 50% Polyester</li><line-break></ul><line-break>",,,,34.00,42,0.00,1000,1,Striped-Hem-Jogger,
143,SKU334,30,"8,25,30",4,"The Troy Striped Scarf","<ul><line-break>	<li>Available In Red</li><line-break>	<li>Knitted&nbsp;</li><line-break>	<li>Extended Length&nbsp;</li><line-break>	<li>Fringed Edges&nbsp;</li><line-break>	<li>100% Acrylic</li><line-break></ul><line-break>",,,,13.00,17,0.00,1000,1,The-Troy-Striped-Scarf,
144,SKU354,30,"8,25,30",3,"Casey Fanny Pack","<ul><line-break>	<li>Available In Black,White,Red,Cobalt And Camo</li><line-break>	<li>Front Zip Pouch&nbsp;</li><line-break>	<li>Main Zip Pouch</li><line-break>	<li>Adjustable Clip Waistband</li><line-break>	<li>Polyester</li><line-break></ul><line-break>",,,,19.90,25,0.00,1000,1,Casey-Fanny-Pack,
145,SKU431,30,"8,25,30",2,"Downtown Read Backpack","<ul><line-break>	<li>Available In Black</li><line-break>	<li>Reflective Canvas</li><line-break>	<li>Multi-Way</li><line-break>	<li>Backpack Converts Into Crossbody</li><line-break>	<li>Adjustable Straps</li><line-break></ul><line-break>",,,,24.00,29,0.00,1000,1,Downtown-Read-Backpack,
146,SKU287,30,"8,25,30",2,"Clout Fanny Pack","<ul><line-break>	<li>Available In Black And White</li><line-break>	<li>Dome Shape</li><line-break>	<li>Fanny Pack</li><line-break>	<li>""Clout 9"" Verbiage</li><line-break>	<li>Zipper Closure</li><line-break></ul><line-break>",,,,19.00,22,0.00,1000,1,Clout-Fanny-Pack,
147,SKU225,30,"8,25,30",4,"Hustle Backpack","<ul><line-break>	<li>Available In Black/White And Black/Multi</li><line-break>	<li>Nylon</li><line-break>	<li>Backpack</li><line-break>	<li>Zipper Closure</li><line-break>	<li>Adjustable Straps</li><line-break></ul><line-break>",,,,17.00,25,0.00,1000,1,Hustle-Backpack,
148,SKU401,30,"8,25,30",2,"Clarity Sunglasses","<ul><line-break>	<li>Available In Clear</li><line-break>	<li>Shield Sunglasses</li><line-break>	<li>Clear Frame</li><line-break>	<li>Clear Lens</li><line-break></ul><line-break>",,,,9.00,15,0.00,1000,1,Clarity-Sunglasses,
149,SKU451,30,"8,25,30",4,"Hills Sunglasses","<ul><line-break>	<li>Available In Multi</li><line-break>	<li>Shield Sunglasses</li><line-break>	<li>Plastic Frame</li><line-break>	<li>Mirror Lens</li><line-break></ul><line-break>",,,,9.00,15,0.00,1000,1,Hills-Sunglasses,
150,SKU521,30,"8,25,30",2,"Robin's Belt","<ul><line-break>	<li>Available In Black , Dark Brown , And Light Brown</li><line-break>	<li>Wide</li><line-break>	<li>Basic Style</li><line-break>	<li>Square Buckle</li><line-break>	<li>Faux Leather</li><line-break></ul><line-break>",,,,9.00,15,0.00,1000,1,Robin-s-Belt,
151,SKU623,30,"8,25,30",4,"Beaded Belt Chain","<ul><line-break>	<li>Available In Silver</li><line-break>	<li>Beaded Metal</li><line-break>	<li>Pant Chain</li><line-break></ul><line-break>",,,,8.00,14,0.00,1000,1,Beaded-Belt-Chain,
152,SKU235,30,"8,25,30",4,"Big Gold Chain Necklace","<ul><line-break>	<li>Available In Gold</li><line-break>	<li>Chain Link Necklace</li><line-break>	<li>Rhinestone Detail</li><line-break>	<li>Clasp Closure</li><line-break></ul><line-break>",,,,29.00,39,0.00,1000,1,,
153,SKU935,29,"8,25,29",2,"Men's Bushacre 2 Chukka Boots","<p>Lace up in these handsomely classic chukka boots from Clarks.</p><line-break><line-break><ul><line-break>	<li>Clarks men&#39;s boots</li><line-break>	<li>Plain toe</li><line-break>	<li>Lace-up closure with metal eyelets</li><line-break>	<li>Suede lining</li><line-break>	<li>Rubber outsole for traction and shock absorption</li><line-break>	<li>Available in Wide Widths</li><line-break>	<li>The Chukka Boot featured on The It List</li><line-break>	<li>Suede or Leather Nubuck upper; rubber sole</li><line-break>	<li>Imported</li><line-break></ul><line-break>",,,,99.00,115,0.00,1000,1,Men-s-Bushacre-2-Chukka-Boots,
154,SKU636,29,"8,25,29",3,"Men's Grandin Mid Casual Chukka Boots","<p>A burnished toe and ankle-high silhouette lend timeless style to these sueded leather chukka boots from Clarks.</p><line-break><line-break><ul><line-break>	<li>Plain toe</li><line-break>	<li>Lace-up closure with hidden eyelets</li><line-break>	<li>Padded collar and tongue</li><line-break>	<li>Suede upper; rubber sole</li><line-break>	<li>Imported</li><line-break></ul><line-break>",,,,109.00,125,0.00,1000,1,Men-s-Grandin-Mid-Casual-Chukka-Boots,
155,SKU568,29,"8,25,29",4,"Men's Billy Low-Top Oxfords, Created for Macy's","<p>Sleek and stylish, these low-top Oxfords from Alfani are the perfect choice for casual Fridays and Sunday brunch.</p><line-break><line-break><ul><line-break>	<li>Plain toe</li><line-break>	<li>Lace-up closure</li><line-break>	<li>Created for Macy&#39;s</li><line-break>	<li>Manmade upper; manmade sole</li><line-break></ul><line-break>",,,,79.00,89,0.00,1000,1,Men-s-Billy-Low-Top-Oxfords-Created-for-Macy-s,
156,SKU275,29,"8,25,29",4,"Men's Lesson Plan Oxfords","<p>The burnished toe of these classic Oxfords add an updated look to your office style.</p><line-break><line-break><ul><line-break>	<li>Cap toe</li><line-break>	<li>Lace-up closure</li><line-break>	<li>Leather lining for comfort and durability</li><line-break>	<li>Manmade upper; rubber sole</li><line-break>	<li>Imported</li><line-break></ul><line-break>",,,,75.00,85,95.00,1000,1,Men-s-Lesson-Plan-Oxfords,
157,SKU934,29,"8,25,29",2,"Men's Emersin Slip-Ons","<p>A comfortable slip-on design enhances the casual appeal of these laid-back loafers from Unlisted by Kenneth Cole.</p><line-break><line-break><ul><line-break>	<li>Moc toe</li><line-break>	<li>Slip-on style</li><line-break>	<li>Manmade upper; rubber sole</li><line-break>	<li>Imported</li><line-break></ul><line-break>",,,,79.00,89,0.00,1000,1,Men-s-Emersin-Slip-Ons,
158,SKU937,29,"8,25,29",4,"Men's Len Driver with Bit, Created for Macy's","<p>Alfani keeps you classy all weekend with these leather bit drivers.</p><line-break><line-break><ul><line-break>	<li>Moccasin toe</li><line-break>	<li>Slip-on style</li><line-break>	<li>Created for Macy&#39;s</li><line-break>	<li>Leather upper; man-made sole</li><line-break>	<li>Imported</li><line-break></ul><line-break>",,,,69.00,79,0.00,1000,1,Men-s-Len-Driver-with-Bit-Created-for-Macy-s,
159,SKU125,29,"8,25,29",4,"Men's Russell Boots","<p>Unlisted by Kenneth Cole delivers a classic chukka silhouette with a neat profile for a modern finish to your casual look.</p><line-break><line-break><ul><line-break>	<li>Plain toe</li><line-break>	<li>Lace-up closure with hidden eyelets</li><line-break>	<li>Manmade upper; rubber sole</li><line-break>	<li>Imported</li><line-break></ul><line-break>",,,,109.00,129,0.00,1000,1,Men-s-Russell-Boots,
160,SKU573,29,"8,25,29",4,"Men's Jason Waterproof Hikers","<p>Hit the trail in the durable comfort and sturdy support of these waterproof hiking boots from Weatherproof Vintage.</p><line-break><line-break><ul><line-break>	<li>Plain toe</li><line-break>	<li>Lace-up closure with metal eyelets</li><line-break>	<li>Padded tongue</li><line-break>	<li>Manmade upper; rubber sole; lining: polyester</li><line-break>	<li>Imported</li><line-break></ul><line-break>",,,,109.00,139,0.00,1000,1,Men-s-Jason-Waterproof-Hikers,
161,SKU53,29,"8,25,29",4,"Men's Landonn Boots, Created for Macy's","<p>The Landonn lace-ups from Club Room offer contemporary style and reliable comfort for the perfect casual boot.</p><line-break><line-break><ul><line-break>	<li>Plain toe</li><line-break>	<li>Lace-up closure with metal eyelets and side zip closure</li><line-break>	<li>Padded tongue</li><line-break>	<li>Created for Macy&#39;s</li><line-break>	<li>Manmade upper; manmade sole</li><line-break>	<li>Imported</li><line-break></ul><line-break>",,,,89.00,99,0.00,1000,1,Men-s-Landonn-Boots-Created-for-Macy-s,
162,SKU264,29,"8,25,29",2,"Men's Hugh Chelsea Boots, Created for Macy's","<p>Alfani&#39;s Hugh Chelsea boots bring sleek, modern style to your footwear collection.</p><line-break><line-break><ul><line-break>	<li>Plain toe</li><line-break>	<li>Slip-on style</li><line-break>	<li>Created for Macy&#39;s</li><line-break>	<li>Manmade upper; manmade sole</li><line-break>	<li>Imported</li><line-break></ul><line-break>",,,,79.00,89,0.00,1000,1,Men-s-Hugh-Chelsea-Boots-Created-for-Macy-s,
163,SKU123,32,"8,31,32",2,"Realme U1 (Brave Blue, 3GB RAM, 32GB Storage)","<ul><line-break>	<li>AI 25MP Selfie Camera with SONY Flagship IMX 576 Sensor | 13MP+2MP AI Dual Rear Camera | Supports Portrait Lighting, Slo-Mo Video and Bokeh Effect</li><line-break>	<li>16.002 centimeters (6.3-inch) Full HD+ LTPS IPS (In-Cell) display with 2340 x 1080 pixels resolution with broad 90.8% screen-to-body ratio and 19.5:9 aspect ratio, protected by 2.5D Gorilla Glass 3 | 409 ppi pixel density</li><line-break>	<li>Memory, Storage & SIM: 3GB RAM | 32GB storage, expandable up to 256GB using MicroSD Card | Dual nano SIM with dual standby (4G+4G)</li><line-break>	<li>Screen Unlock: Finger Print Sensor and AI Face Unlock (unlocks in 0.1s)</li><line-break>	<li>Android v8.1 based on Color OS 5.2 operating system with 2.1GHz MediaTek Helio P70 Octa Core CPU and Mali-G72 GPU</li><line-break>	<li>3500mAH Li-ion Polymer battery with AI Power Master</li><line-break>	<li>1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase</li><line-break></ul><line-break>",,,,169.00,189,0.00,1000,1,Realme-U1-Brave-Blue-3GB-RAM-32GB-Storage,
164,SKU269,32,"8,31,32",2,"OnePlus 6T (Mirror Black, 6GB RAM, 128GB Storage)","<ul><line-break>	<li>Camera: 20+16 MP Dual rear camera with Optical image stabilization, Super slow motion, Intelligent Scene Recognition, Nightscape mode and Studio lighting| 16 MP front camera</li><line-break>	<li>Display: 16.2 centimeters (6.41-inch) Full HD+ Optic AMOLED display with 2340 x 1080 pixels resolution and an 86% screen-to-body ratio</li><line-break>	<li>Screen Unlock: In-screen fingerprint sensor. The OnePlus 6T unlocks the moment your finger lands on the display for a seamless and intuitive unlock experience</li><line-break>	<li>Memory, Storage & SIM: 6GB RAM | 128GB storage | Dual nano SIM with dual standby (4G+4G)</li><line-break>	<li>Operating System and Processor: Android v9.0 operating system with 2.8GHz Qualcomm Snapdragon 845 octa core processor</li><line-break>	<li>Battery : 3700mAH lithium-polymer battery with Fast Charge technology</li><line-break>	<li>Warranty 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase</li><line-break>	<li>Included in the Box: Screen Protector (pre-applied), Translucent Case, OnePlus Fast Charge Type-C Cable, OnePlus Fast Charge Power Adapter, SIM Tray Ejector, Quick Start Guide, Safety Information and Type-C to 3.5mm Audio Jack Adapter</li><line-break></ul><line-break>",,,,499.00,549,0.00,1000,1,OnePlus-6T-Mirror-Black-6GB-RAM-128GB-Storage,
